t,x,tf,ts
0.6240625,0.895,1.005666,1.0022116
0.7835125,0.778,1.1848631,1.1064569
0.3981062499999999,0.469,1.0120839,1.0049177
0.41590625,0.948,0.99997485,1.0000846
0.94975,0.457,2.5351055,2.1902092
0.4155843749999999,0.479,1.0202934,1.0084345
0.7788031249999999,0.993,1.0324185,1.022201
0.2395624999999999,0.723,0.99983466,0.9998969
0.3471218749999999,0.067,3.0909634,1.6183286
0.2760031249999999,0.428,0.9996833,0.9998317
0.7563843749999999,0.833,1.0925025,1.0503402
0.8521374999999999,0.145,3.5476687,3.1067305
0.0104406249999999,0.428,0.9998783,0.99994075
0.761928125,0.558,1.6624905,1.4257785
0.7831062499999999,0.866,1.0899595,1.0504528
0.727296875,0.916,1.0286391,1.0155213
0.331940625,0.864,1.0001293,0.99996924
0.094746875,0.245,0.9999416,0.99994135
0.7635375,0.671,1.3440671,1.2067193
0.3092281249999999,0.423,0.9996013,0.9996848
0.5528124999999999,0.908,1.0003372,0.99984366
0.3321874999999999,0.062,3.058821,1.5317453
0.33334375,0.416,1.0002191,0.99991775
0.1943375,0.477,0.99975014,0.99989474
0.6257093749999999,0.292,2.433078,1.9445021
0.565090625,0.054,3.6841447,2.701945
0.4716499999999999,0.67,1.0032542,1.0016094
0.1000499999999999,0.987,1.0002143,1.0000439
0.1908593749999999,0.363,0.99970794,0.9998677
0.622821875,0.675,1.0952168,1.0489528
0.74158125,0.764,1.1461644,1.0810351
0.6104031249999999,0.299,2.3406045,1.861861
0.8722343749999999,0.355,2.7780411,2.3893268
0.177859375,0.646,0.99998355,0.9999577
0.9010625,0.996,1.11346,1.0833905
0.8485906249999999,0.264,3.1042016,2.687838
0.7830124999999999,0.141,3.4936693,2.9914546
0.139665625,0.86,1.0001842,1.0000238
0.7322812499999999,0.03,3.8824196,3.1512396
0.2140812499999999,0.047,0.999808,0.99991894
0.794215625,0.774,1.2062688,1.1203817
0.8735875,0.274,3.10678,2.7043722
0.781215625,0.942,1.045045,1.0276333
0.4610937499999999,0.032,3.7469933,2.3549814
0.648490625,0.061,3.7103257,2.9205825
0.4601781249999999,0.748,1.0005327,1.0001739
0.2153437499999999,0.882,1.0000283,0.99995756
0.117725,0.059,0.9998232,1.0000594
0.767440625,0.54,1.7413607,1.4843304
0.503109375,0.972,0.99944264,0.99970424
0.0718875,0.071,1.0000502,1.0000037
0.8274437499999999,0.259,3.087964,2.6594589
0.67250625,0.651,1.2044661,1.1126313
0.269078125,0.388,0.9997429,0.9998516
0.62630625,0.6950000000000001,1.0803354,1.0410142
0.90775,0.211,3.3837585,2.995479
0.8025499999999999,0.133,3.5433888,3.0539112
0.419859375,0.209,2.0387337,1.455988
0.3369875,0.8290000000000001,1.0001261,0.999955
0.864825,0.089,3.7360225,3.2684042
0.27018125,0.127,1.0654252,1.0118152
0.26585,0.749,0.999841,0.99987566
0.692659375,0.472,1.7792176,1.4929423
0.6285062499999999,0.189,3.022207,2.410208
0.9445375,0.321,3.0467932,2.6782074
0.9517625,0.514,2.318946,1.9963658
0.279353125,0.098,1.4411253,1.0661317
0.606421875,0.665,1.0852761,1.0433471
0.1833874999999999,0.8190000000000001,1.0000923,0.99998856
0.286253125,0.792,0.99993265,0.9998872
0.53220625,0.092,3.4079804,2.474901
0.4147781249999999,0.986,0.9999822,1.0000975
0.5724843749999999,0.104,3.3985298,2.5740883
0.3486062499999999,0.09,2.7746933,1.5401976
0.213515625,0.6990000000000001,0.9998998,0.9999316
0.62045,0.652,1.1176647,1.0610421
0.6998749999999999,0.374,2.245568,1.847384
0.5399124999999999,0.424,1.4398739,1.2302942
0.20965625,0.758,0.9999723,0.9999465
0.648984375,0.085,3.5956156,2.8606596
0.298265625,0.122,1.5650095,1.1114947
0.266578125,0.159,1.0096084,1.002484
0.5831031249999999,0.7020000000000001,1.0376333,1.0185297
0.074040625,0.642,0.9999595,0.9998563
0.1887843749999999,0.971,1.0000954,0.99999607
0.877728125,0.8250000000000001,1.2526273,1.1567932
0.5386875,0.23,2.4967368,1.896029
0.2851999999999999,0.16,1.0872749,1.0183575
0.6878593749999999,0.478,1.73978,1.4635742
0.3496499999999999,0.105,2.5751557,1.4864894
0.53579375,0.045,3.7152033,2.624363
0.8522124999999999,0.331,2.8361387,2.4349637
0.8176718749999999,0.423,2.3577096,1.9908946
0.5878374999999999,0.657,1.0713491,1.0357816
0.5487,0.58,1.0984265,1.0485125
0.168375,0.047,1.0003906,1.0002053
0.3314781249999999,0.212,1.2619557,1.0750477
0.1637499999999999,0.938,1.0001577,1.0000178
0.8211718749999999,0.723,1.3453419,1.2126768
0.1062843749999999,0.655,1.000011,0.99991786
0.1446093749999999,0.133,1.0000031,1.0001664
0.8216249999999999,0.657,1.5077192,1.3245957
0.281134375,0.411,0.99973804,0.99981093
0.081365625,0.208,0.9999575,1.0000265
0.5421468749999999,0.467,1.3056451,1.1564176
0.304809375,0.205,1.0917544,1.0228336
0.7044874999999999,0.53,1.5967529,1.3680768
0.340828125,0.248,1.171538,1.052918
0.8626468749999999,0.148,3.5472152,3.1156852
0.4214124999999999,0.474,1.0279195,1.011611
0.278403125,0.886,0.9999901,0.99992526
0.1529937499999999,0.376,0.9997578,0.9997998
0.8629062499999999,0.705,1.4723086,1.3043547
0.8484218749999999,0.029,3.9115548,3.3364158
0.1149187499999999,0.073,0.9998541,1.0000832
0.945503125,0.6980000000000001,1.6714773,1.4614675
0.4366624999999999,0.233,1.9591722,1.4412808
0.192159375,0.633,0.9999207,0.99994427
0.474425,0.676,1.003215,1.0015948
0.534203125,0.229,2.4857173,1.8823724
0.0744312499999999,0.144,0.99996555,1.0000856
0.909803125,0.739,1.4849651,1.3187279
0.5329999999999999,0.634,1.0360547,1.0175458
0.9357,0.594,1.9848025,1.708287
0.4856656249999999,0.8240000000000001,1.0001969,0.9999964
0.0733124999999999,0.727,1.0000532,0.99992096
0.7334031249999999,0.92,1.0299177,1.0164883
0.7792968749999999,0.757,1.2096035,1.121583
0.611871875,0.398,1.8249192,1.4957404
0.1126781249999999,0.8230000000000001,1.0001673,1.0000117
0.7196531249999999,0.546,1.5856092,1.3634188
0.8255531249999999,0.21,3.2809205,2.8406258
0.5565781249999999,0.754,1.0102593,1.0048183
0.2354343749999999,0.986,1.0000049,0.9999633
0.1110218749999999,0.926,1.0002089,1.0000366
0.5275124999999999,0.838,1.0010793,1.000256
0.7701781249999999,0.152,3.4360623,2.9289591
0.2827968749999999,0.964,1.0000217,0.999967
0.9118125,0.898,1.1968604,1.1280148
0.426765625,0.5760000000000001,1.0036216,1.0016365
0.29675625,0.318,1.0003326,0.99989796
0.3042343749999999,0.983,1.0000644,1.0000035
0.6986781249999999,0.7000000000000001,1.17062,1.0939243
0.0069749999999999,0.768,1.0001839,0.99986005
0.911965625,0.374,2.7831109,2.409574
0.734525,0.666,1.2953615,1.1727531
0.093215625,0.345,0.9997299,0.99978924
0.5317187499999999,0.431,1.3847386,1.1974868
0.144103125,0.19,1.0000467,1.0000274
0.4570812499999999,0.6880000000000001,1.0013758,1.0005815
0.568659375,0.893,1.0012494,1.00023
0.90420625,0.206,3.3964944,3.0057251
0.2602874999999999,0.045,1.6853509,1.0520298
0.91055625,0.588,1.9448304,1.6708481
0.580459375,0.879,1.0024959,1.000759
0.2519499999999999,0.495,0.9995081,0.9998611
0.7790499999999999,0.903,1.0620825,1.03544
0.3866437499999999,0.6930000000000001,0.9998722,0.9999126
0.8700968749999999,0.646,1.6536489,1.4372146
0.052496875,0.77,1.0000843,0.99992025
0.0238968749999999,0.262,0.9997568,1.0000743
0.956071875,0.5670000000000001,2.1305823,1.8342745
0.6821937499999999,0.386,2.1304295,1.7489405
0.30955625,0.546,0.9997729,0.99978817
0.4671531249999999,0.279,1.8206878,1.4024725
0.4945906249999999,0.971,0.999515,0.9997562
0.2250031249999999,0.913,1.0000154,0.9999528
0.03591875,0.811,1.0001155,0.9999235
0.4831968749999999,0.196,2.505602,1.8132815
0.6902437499999999,0.6950000000000001,1.1647896,1.0901438
0.44315625,0.02,3.8323054,2.2908616
0.3840999999999999,0.708,0.999861,0.99992055
0.4460406249999999,0.139,2.8087049,1.8978105
0.125384375,0.589,0.99995536,0.99989665
0.74691875,0.103,3.606381,3.0329585
0.26675625,0.447,0.99958855,0.99985075
0.41478125,0.298,1.4019685,1.1660404
0.7092093749999999,0.138,3.4191396,2.8396633
0.632009375,0.392,1.927774,1.5759263
0.1558,0.01,1.0005088,1.0001553
0.712515625,0.504,1.7150178,1.4525533
0.09795625,0.945,1.0002074,1.0000372
0.1143687499999999,0.223,1.0000058,0.9999547
0.3194437499999999,0.983,1.0000964,1.0000255
0.4796781249999999,0.585,1.0213776,1.0100281
0.890740625,0.713,1.5109962,1.335171
0.6482281249999999,0.286,2.5387964,2.046106
0.344828125,0.663,0.99989694,0.9998466
0.94904375,0.381,2.8289447,2.4664867
0.10993125,0.32,0.9997647,0.9997911
0.8248624999999999,0.017,3.9454844,3.3121123
0.94948125,0.869,1.2907974,1.1921577
0.5467249999999999,0.948,0.99967337,0.9995991
0.7048,0.6980000000000001,1.1832757,1.1017141
0.2224156249999999,0.005,1.009701,1.001578
0.162146875,0.379,0.9997626,0.99981767
0.7978093749999999,0.771,1.216298,1.1269033
0.2704812499999999,0.949,1.0000032,0.99995095
0.661921875,0.372,2.1315072,1.7394907
0.8785593749999999,0.125,3.634106,3.2044063
0.884115625,0.499,2.2136729,1.8882055
0.3026531249999999,0.238,1.0254973,1.0072107
0.15735,0.591,0.99997103,0.9999335
0.2380156249999999,0.281,0.99997663,0.99996626
0.8276968749999999,0.41,2.4399989,2.0657613
0.1678843749999999,0.301,0.9997842,0.9998424
0.6796687499999999,0.9,1.0162847,1.0078605
0.666309375,0.251,2.7795005,2.257883
0.555746875,0.855,1.0019473,1.0005869
0.0313656249999999,0.416,0.99981827,0.9998832
0.9491,0.969,1.1728032,1.1267028
0.1064812499999999,0.952,1.0002131,1.0000403
0.4690781249999999,0.25,2.0285897,1.5171449
0.6698124999999999,0.427,1.8969555,1.5698535
0.9013375,0.717,1.5231097,1.3451927
0.74015,0.84,1.0731739,1.038916
0.2230593749999999,0.232,1.0000675,1.0000285
0.397565625,0.062,3.3698285,1.9532173
0.1452,0.496,0.9998602,0.9998566
0.297875,0.627,0.99980235,0.99983275
0.7816187499999999,0.334,2.663896,2.242348
0.3408124999999999,0.64,0.99986285,0.999826
0.1023906249999999,0.09,0.99991715,1.0000814
0.1086249999999999,0.754,1.0001149,0.9999811
0.85420625,0.612,1.7225848,1.486598
0.3871156249999999,0.635,0.9999503,0.99988884
0.2964593749999999,0.951,1.0000492,0.9999738
0.1620562499999999,0.949,1.0001603,1.0000198
0.3956531249999999,0.8280000000000001,0.99997115,1.0000267
0.4005812499999999,0.301,1.3076324,1.1209502
0.171225,0.344,0.9997545,0.9998318
0.228365625,0.282,0.99988604,0.9999702
0.8130156249999999,0.163,3.4437256,2.9792113
0.4911281249999999,0.95,0.99957174,0.99978507
0.4738593749999999,0.28,1.851676,1.4250872
0.315821875,0.39,0.9998161,0.9997342
0.589809375,0.364,1.9073222,1.5405529
0.1233156249999999,0.5650000000000001,0.9999191,0.9998745
0.8733312499999999,0.542,2.019425,1.7237709
0.51624375,0.612,1.0347008,1.0167003
0.067865625,0.639,0.9999546,0.9998445
0.454821875,0.946,0.9998785,0.99998695
0.4801249999999999,0.791,1.0004568,1.0001076
0.7423375,0.417,2.1733086,1.8091226
0.6534374999999999,0.933,1.0059106,1.002776
0.8969531249999999,0.668,1.6501727,1.4384289
0.36150625,0.029,3.653466,1.8244216
0.6828218749999999,0.772,1.0736029,1.0379112
0.242359375,0.536,0.9995564,0.9998696
0.721671875,0.8320000000000001,1.0641438,1.0333812
0.3302843749999999,0.812,1.000108,0.999936
0.4372843749999999,0.381,1.1978648,1.084771
0.7785,0.095,3.6618602,3.1146061
0.91590625,0.11,3.7030873,3.2938414
0.5703937499999999,0.385,1.7256806,1.4123864
